"Name","имя, полное имя","der; die Namen","theme1;noun"
"Wohnort","местожительства","der; die Wohnorte","theme1;noun"
"Sport","спорт","der; -","theme1;noun"
"Technik","техника","der; die Techniken","theme1;noun"
"Kunst","искусство","die; die Künste","theme1;noun"
"Mode","мода","die; die Moden","theme1;noun"
"Stadt","город","die; die Städte","theme1;noun"
"Land","земля,страна","das; die Länder","theme1;noun"
"Nachname","фамилия","der; die Nachnamen; Familienname","theme1;noun"
"Vorname","имя","der; die Vornamen","theme1;noun"
"Verkäufer","продавец","die Verkäuferin; -nen","theme2;noun"
"Ingenieur","инженер","die Ingenieurin; -nen","theme2;noun"
"Arzt","доктор","die Ärzte; die Ärztin-nen ","theme2;noun"
"Reinigungskraft","уборщик","die; die Reinigungskräfte","theme2;noun"
"Beruf","профессия","der; die Berufe","theme2;noun"
"Firma","фирма","die; die Firmen","theme2;noun"
"Adresse","адрес","die; die Adressen","theme2;noun"
"Nummer","номер","die; die Nummern","theme2;noun"
"Postleitzahl","Почтовыйиндекс","die; die Postleitzahlen","theme2;noun"
"Straße","Улица","die; die Straßen","theme2;noun"
"Hobby","хобби","das; die Hobbys","theme2;noun"
"Bleistift","карандаш","der; die Bleistifte","theme3;noun"
"Buch","книга","das; die Bücher","theme3;noun"
"Handy","мобилка","das; -s","theme3;noun"
"Heft","тетрадь","das; -e","theme3;noun"
"Kuli","шариковая ручка","der; -s","theme3;noun"
"Kugelschreiber","шариковая ручка (длинное)","der; -","theme3;noun"
"Lampe","лампа","die; -n","theme3;noun"
"Rediergummi","стирательная резинка","der; -s","theme3;noun"
"Tasche","сумка","die; -n","theme3;noun"
"Tisch","стол","der; -e","theme3;noun"
"Fenster","окно","das; -","theme3;noun"
"Flasche","бутылка","die; -n","theme3;noun"
"Papierkorb","корзина для мусора","der; -ö-e","theme3;noun"
"Stuhl","стул","der; -ü-e","theme3;noun"
"Tafel","доска","die; -n","theme3;noun"
"Tasse","чашка (для чая)","die; -n","theme3;noun"
"Tablet","планшет","das; -s","theme3;noun"
"Jacke","куртка","die; -n","theme3;noun"
"Tür","дверь","die; -en","theme3;noun"
"Ding","вещь","das; -e","theme3;noun"
"Zettel","листик бумажки","der; -","theme3;noun"
"Brille","очки","die; -n","theme3;noun"
"Stift","стержень","der; -e","theme3;noun"
"Uhr","часы","die; -en","theme3;noun"
"Bild","картина","das; -er","theme3;noun"
"Computer","компьютер","der; -","theme3;noun"
"Laptop","ноутбук","das; -s","theme3;noun"
"Maus","мышь","die; -äu-e","theme3;noun"
"Süßichkeit","сладость","die; -en","theme3;noun"
"Auto","машина","das; -s","theme3;noun"
"Jahr","год","das; -e","theme3;noun"
"Füller","авторучка","der; -","theme3;noun"
"Kamera","камера","die; -s","theme3;noun"
"Schuh","ботинок","der; -e","theme4;noun"
"Ladekabel","кабель зарядки","das; -","theme4;noun"
"Hut","шляпа","der; -ü-e","theme4;noun"
"Kleid","платье","das; -er","theme4;noun"
"Lippenstift","помада","der; -e","theme4;noun"
"Sonnenbrille","солнечные очки","die; -n","theme4;noun"
"Batterie","батарейка","die; -n","theme4;noun"
"Hose","брюки","die; -n","theme4;noun"
"Koffer","чемодан","der; -","theme4;noun"
"Handyhülle","чехол для телефона","die; -n","theme4;noun"
"Kette","ожерелье","die; -n","theme4;noun"
"Ring","кольцо","der; -e","theme4;noun"
"CD","СД","die; - ","theme4;noun"
"Smartphone","смартфон","das; -s","theme4;noun"
"Tipp","совет","der; -s","theme4;noun"
"Tee","чай","der; -s","theme4;noun"
"Traum","мечта","der; -äu-e","theme4;noun"
"Hafen","порт","der; -ä-","theme4;noun"
"Schiff","корабль","das; -e","theme4;noun"
"Theater","театр","das; -","theme4;noun"
"Foto","фото","das; -s","theme4;noun"
"Mann","мужчина","der; ä-er","theme4;noun"
"Film","фильм","der; -e","theme5;noun"
"Freund","друг","der; -e","theme5;noun"
"Freundin","подруга","die; -en","theme5;noun"
"Frühling","весна","das; - (Sg.)","theme5;noun"
"Sommer","лето","das; - (Sg.)","theme5;noun"
"Winter","зима","das; - (Sg.)","theme5;noun"
"Herbst","осень","das; - (Sg.)","theme5;noun"
"Tag","день","der; -e","theme5;noun"
"Woche","неделя","die; -n","theme5;noun"
"Montag","понедельник","der; -e","theme5;noun"
"Dienstag","вторник","der; -e","theme5;noun"
"Mittwoch","среда","der; -e","theme5;noun"
"Donnerstag","четверг","der; -e","theme5;noun"
"Freitag","пятница","der; -e","theme5;noun"
"Samstag","суббота","der; -e","theme5;noun"
"Sonntag","воскресенье","der; -e","theme5;noun"
"Wochenende","выходной","das; -n","theme5;noun"
"Zeit","время","die; -en","theme5;noun"
"Leute","люди","die (Pl.)","theme5;noun"
"Ehepartner","супруг","der; -","theme6;noun"
"Ehepartnerin","супруга","die; -nen","theme6;noun"
"Vater","отец","der; -ä-","theme6;noun"
"Mutter","мама","die; -ü-","theme6;noun"
"Oma","бабушка","die; -s","theme6;noun"
"Opa","дедушка","der; -s","theme6;noun"
"Schwester","сестра","die; -n","theme6;noun"
"Bruder","брат","der; -ü-","theme6;noun"
"Geschwister","сестры-братья","die (Pl.)","theme6;noun"
"Kind","ребенок","das; -er","theme6;noun"
"Sohn","сын","der; -ö-e","theme6;noun"
"Tochter","дочь","die; -ö-","theme6;noun"
"Tante","тетя","die; -n","theme6;noun"
"Onkel","дядя","der; -","theme6;noun"
"Eltern","родители","die (Pl.)","theme6;noun"
"Nichte","племянница","die; -n","theme6;noun"
"Neffe","племянник","der; -n","theme6;noun"
"Enkel","внук","der; -","theme6;noun"
"Enkelin","внучка","die; -nen","theme6;noun"
"Cousin","кузин","der; -s","theme6;noun"
"Cousine","кузина","die; -n","theme6;noun"
"Ausland","заграница","das (Sg.)","theme6;noun"
"Familie","семья","die; -n","theme6;noun"
"Brief","письмо","der; -e","theme6;noun"
"Party","вечеринка","die; -s","theme6;noun"
"Feier","праздник","die; -n","theme6;noun"
"Sprache","язык","die; -n","theme6;noun"
"Deutche","немка","die (Pl.)","theme6;noun"
"Deutcher","немец","der (Sg.)","theme6;noun"
"Österreicher","австриец","der; -","theme6;noun"
"Österreicherin","австрийка","die; -nen","theme6;noun"
"Schweizer","швейцар","der; -","theme6;noun"
"Schweizerin","швейцарка","die; -nen","theme6;noun"
"Geburtstag","день рождения","der; -e","theme6;noun"
"Geschenk","подарок","das; -e","theme6;noun"
"Arbeitplatz","место работы","der; -ä-e","theme6;noun"
"Chef","шеф","der; -s","theme6;noun"
"Chefin","женщина-шеф","die; -nen","theme6;noun"
"Geld","деньги","das (Sg.)","theme6;noun"
"Kollege","коллега","der; -n","theme6;noun"
"Kollegin","коллега-женщина","die; -nen","theme6;noun"
"Kuchen","торт","der; -","theme6;noun"
"Pause","пауза","die; -n","theme6;noun"
"Haus","дом","das; -äu-er","theme6;noun"
"Schnee","снег","der (Sg.)","theme6;noun"
"Berg","гора","der; -e","theme6;noun"
"Baum","дерево","der; -äu-e","theme6;noun"
"Apfel","яблоко","der; Ä-","theme7;noun"
"Butter","масло","die (Sg.)","theme7;noun"
"Ei","яйцо","die; -er","theme7;noun"
"Fleisch","мясо","das (Sg.)","theme7;noun"
"Gurke","огурец","die; -n","theme7;noun"
"Joghurt","йогурт","der; -s","theme7;noun"
"Milch","молоко","die (Sg.)","theme7;noun"
"Wasser","вода","das (Sg.)","theme7;noun"
"Wurst","колбаса","die; -ü-e","theme7;noun"
"Banane","банан","die; -n","theme7;noun"
"Käse","сыр","der (Sg.)","theme7;noun"
"Saft","сок","der; -ä-e","theme7;noun"
"Salat","лист салата","der; -e","theme7;noun"
"Tomate","томат","die; -n","theme7;noun"
"Wein","вино","der (Sg.)","theme7;noun"
"Obst","фрукты","das (Sg.)","theme7;noun"
"Kartoffel","картофель","die; -n","theme7;noun"
"Nudeln","лапша","die (Pl.)","theme7;noun"
"Reis","рис","der (Sg.)","theme7;noun"
"Brot","хлеб","das; -e","theme7;noun"
"Becher","чашка, стаканчик","der; -n","theme7;noun"
"Dose","жестяная банка","die; -n","theme7;noun"
"Glas","стеклянная банка","das; -ä-er","theme7;noun"
"Netz","сетка","das; -e","theme7;noun"
"Orange","апельсин","die; -n","theme7;noun"
"Packung","пачка","die; -en","theme7;noun"
"Stück","штука","das; -e","theme7;noun"
"Hähnchen","курица","das (Sg.)","theme7;noun"
"Bier","пиво","das; -e","theme7;noun"
"Tüte","пакет","die; -n","theme7;noun"
"Frühstück","завтрак","das; -e","theme7;noun"
"Fisch","рыба","der; -e","theme7;noun"
"Gemüse","овощи","das (Sg.)","theme7;noun"
"Cafe","кафе","das; -s","theme7;noun"
"Essen","еда","das; -","theme7;noun"
"Gramm","грамм","das; -","theme7;noun"
"Liter","литр","der; -","theme7;noun"
"Kilo","килограмм","das; -s","theme7;noun"
"Brötchen","булочка хлеба","das; -","theme7;noun"
"Sahne","сметана","die (Sg.)","theme7;noun"
"Zucker","сахар","der (Sg.)","theme7;noun"
"Karte","карта","die; -n","theme7;noun"
"Hönig","мед","der; -e","theme7;noun"
"Soße","соус","die; -n","theme7;noun"
"Karotte","морковка","die; -n","theme7;noun"
"Zwiebel","лук","die; -n","theme7;noun"
"Zitrone","лимон","die; -n","theme7;noun"
"Tee","чай","der (Sg.)","theme7;noun"
"Kaffe","кофе","der (Sg.)","theme7;noun"
"Getränk","напиток","das; -e","theme7;noun"
"Lebensmittel","продукты питания","die (Pl.)","theme7;noun"
"Morgen","утро","der; -","theme8;noun"
"Vormittag","до обедье","der; -e","theme8;noun"
"Mittag","обед(время дня)","der; -e","theme8;noun"
"Nachmittag","после обедье","der; -e","theme8;noun"
"Abend","вечер","der; -e","theme8;noun"
"Nacht","ночь","die; -ä-e","theme8;noun"
"Termin","назначение, встреча","der; -e","theme8;noun"
"Post","почта","die (Sg.)","theme8;noun"
"Monat","месяц","der; -e","theme8;noun"
"Besuch","посещение","der; -e","theme8;noun"
"Bett","кровать","das; -en","theme8;noun"
"Fahrrad","велосипед","das; -ä-er","theme9;noun"
"Zug","поезд","der; -ü-e","theme9;noun"
"U-Bahn","подземное метро","die; -en","theme9;noun"
"S-Bahn","наземное метро","die; -en","theme9;noun"
"Straßenbahn","трамвай","die; -en","theme9;noun"
"Bus","автобус","der; -se","theme9;noun"
"Schiff","корабль","das; -e","theme9;noun"
"Flugzeug","самолет","das; -e","theme9;noun"
"Uni","университет","die; -s","theme9;noun"
"Fahrt","поездка","die; -en","theme9;noun"
"Urlaub","отпуск","das; -e","theme9;noun"
"Richtung","направление","die; -en","theme9;noun"
"Station","станция","die; -en","theme9;noun"
"Kilometer","километр","der; -","theme9;noun"
"Million","миллион","die; -en","theme9;noun"
"Radfahren","велосипедист","der; -","theme9;noun"
"Radfahrerin","велосипедистка","die; -nen","theme9;noun"
"Durchschnitt","среднее значение","der; -e","theme9;noun"
"Weg","путь","der; -e","theme9;noun"
"Mitglied","член","das; -er","theme9;noun"
"Ort","место","der; -e","theme9;noun"
"Menschen","люди","die (Pl.)","theme9;noun"
"Kopie","копия","die; -n","theme10;noun"
"Praktikum","практика","das; die Praktika","theme10;noun"
"Grafik","график","die; -en","theme10;noun"
"Frage","вопрос","die; -n","theme10;noun"
"Prüfung","экзамен, тест","die; -en","theme10;noun"
"Reise","путешествие","die; -n","theme10;noun"
"Konferenz","конференция","die; -en","theme10;noun"
"Verspätung","задержка","die; -en","theme10;noun"
"Präsentation","презентация","die; -en","theme10;noun"
"Fehler","ошибка","der; -","theme10;noun"
"Taxi","такси","das; -s","theme10;noun"
"Internet","интернет","das (Sg.)","theme10;noun"
"Post","почта","die (Sg.)","theme10;noun"
"Ampel","светофор","die; -n","theme10;noun"
"Haltestelle","остановка","die; -n","theme10;noun"
"Stau","пробка","der; -s","theme10;noun"
"Fußgänger","пешеход","der; -","theme10;noun"
"Fußgängerin","пешеходка","die; -nen","theme10;noun"
"Autofahrer","водитель","der; -","theme10;noun"
"Autofahrerin","водитель-женщина","die; -nen","theme10;noun"
"Sofa","диван","das; -s","theme11;noun"
"Matratze","матрац","die; -n","theme11;noun"
"Zentrum","центр","das; Zentren","theme11;noun"
"Küche","кухня","die; -n","theme11;noun"
"Wohnzimmer","жилая комната","das; -","theme11;noun"
"Schlafzimmer","спальня","das; -","theme11;noun"
"Kinderzimmer","детская комната","das; -","theme11;noun"
"Arbeitzimmer","рабочая комната, кабинет","das; -","theme11;noun"
"Badezimmer","ванна","das; -","theme11;noun"
"Flur","коридор","der; -e","theme11;noun"
"Balkon","балкон","der; -e","theme11;noun"
"Ankunft","прибытие","die; -ü-e","theme11;noun"
"Schlüssel","ключ","der; -","theme11;noun"
"Erdgeschoss","подвал, цокольный этаж","das; -e","theme11;noun"
"Schrank","шкаф","der; -e","theme11;noun"
"Herd","плита для приготовления","der; -e","theme11;noun"
"Teller","тарелка","der; -","theme11;noun"
"Wand","стена","die; -ä-e","theme11;noun"
"Regal","полка","das; -e","theme11;noun"
"Angebot","объявление","das; -e","theme11;noun"
"Leben","жизнь","das; -","theme11;noun"
"Nachbar","сосед","der; -","theme11;noun"
"Nachbarin","соседка","die; -nen","theme11;noun"
"Hochhaus","высотка","das; -ä-er","theme11;noun"
"Bauernhaus","дом на земле","das; -ä-er","theme11;noun"
"Vorort","пригород","der; -e","theme11;noun"
"Gesundheit","здоровье","die (Sg.)","theme12;noun"
"Körper","тело","der; -","theme12;noun"
"Wetter","погода","das (Sg.)","theme12;noun"
"Kleidung","одежда","die (Sg.)","theme12;noun"
"Alkohol","алкоголь","der (Sg.)","theme12;noun"
"Spaziergang","прогулка","der; -ä-e","theme12;noun"
"Gesicht","лицо","das; -er","theme12;noun"
"Auge","глаз","das; -n","theme12;noun"
"Nase","нос","die; -n","theme12;noun"
"Mund","рот","der; -ü-er","theme12;noun"
"Kopf","голова","der; -ö-e","theme12;noun"
"Ohr","ухо","das; -en","theme12;noun"
"Hals","шея","der; -ä-e","theme12;noun"
"Schulter","плечо","die; -n","theme12;noun"
"Arm","рука","der; -e","theme12;noun"
"Hand","кисть","die; -ä-e","theme12;noun"
"Rücken","спина","der; -","theme12;noun"
"Bauch","живот","der; -ä-e","theme12;noun"
"Bein","ляжка","das; -e","theme12;noun"
"Kondition","физическая форма","die; -en","theme12;noun"
"Finger","палец","der; -","theme12;noun"
"Zahn","зуб","der; -ä-e","theme12;noun"
"Haar","волосы","das; -e","theme12;noun"
"Brust","грудь","die; - ","theme12;noun"
"Fuß","ступня","der; -ü-e","theme12;noun"
"Schmerzen","боли","die (Pl.)","theme12;noun"
"Unfall","несчастный случай","der; -ä-e","theme12;noun"
"Fieber","температура","das (Sg.)","theme12;noun"
"Tablette","таблетка","die; -n","theme12;noun"
"Medikament","медикамент","das; -e","theme12;noun"
"Hund","собака","der; -e","theme12;noun"
"Kühlschrank","холодильник","der; -ä-e","theme12;noun"
"Stock","этаж","der; die Stockwerke","theme12;noun"
"Fest","Фестиваль","das; -e","theme13;noun"
"Fotograf","фотограф","der; -en","theme13;noun"
"Fotografin","фотограф-женщина","die; -nen","theme13;noun"
"Hochzeit","свадьба","die; -en","theme13;noun"
"Aufgabe","задание","die; -n","theme13;noun"
"Kunde","клиент","der; -n","theme13;noun"
"Kundin","клиентка","die; -nen","theme13;noun"
"Weihnachtsmann","дед мороз","der; -ä-er","theme13;noun"
"Kostüm","костюм","das; -e","theme13;noun"
"Junge","паренек","der; -n","theme13;noun"
"Gespräch","беседа","das; -e","theme13;noun"
"Weihnachten","новый год","-; (Sg.)","theme13;noun"
"Karneval","карнавал","der (Sg.)","theme13;noun"
"Silvester","сочельник","der (Sg.)","theme13;noun"
"Feuerwerk","фейрверк","das; -e","theme13;noun"
"Oktoberfest","октоберфест","das; -e","theme13;noun"
"Datum","дата","das; Daten","theme13;noun"
"Feiertag","праздник","der; -e","theme13;noun"
"Einweihungsparty","новоселье","die; -s","theme13;noun"
"Antwort","ответ","die; -en","theme13;noun"
"Salz","соль","das (Sg.)","theme13;noun"
"Glück","счастье, удача","das (Sg.)","theme13;noun"
"Pflanze","растение","die; -n","theme13;noun"
"Sache","вещь","die; -n","theme13;noun"
"Mädchen","девушка","das; -","theme13;noun"
"Kuss","поцелуй","der; -ü-e","theme13;noun"
"Unterschrift","подпись","die; -en","theme13;noun"
"Anrede","приветствие","die; -n","theme13;noun"
"Teilnehmer","участник","der; -","theme13;noun"
"Teilnehmerin","участница","die; -nen","theme13;noun"
"Besucher","посетитель","der; -","theme13;noun"
"Besucherin","посетительница","die; -nen","theme13;noun"
"Ende","конец","das; -n","theme13;noun"
"Wind","ветер","der; -e","theme14;noun"
"Wolke","облако","die; -n","theme14;noun"
"Regen","дождь","der (Sg.)","theme14;noun"
"Schnee","снег","der (Sg.)","theme14;noun"
"Sonne","солнце","die; -n","theme14;noun"
"Mantel","пальто","der; -ä-","theme14;noun"
"Pullover","пуловер","der; -","theme14;noun"
"Rock","юбка","der; -ö-e","theme14;noun"
"T-Shirt","футболка","das; -s","theme14;noun"
"Bluse","блузка","die; -n","theme14;noun"
"Hemd","рубашка","das; -en","theme14;noun"
"Anzug","костюм","der; -ü-e","theme14;noun"
"Stiefel","сапог","der; -","theme14;noun"
"Mütze","шапка(плевок)","die; -n","theme14;noun"
"Handschuh","перчатка","der; -e","theme14;noun"
"Regenschirm","зонтик","der; -e","theme14;noun"
"Farbe","цвет","die; -n","theme14;noun"
"Disko","диско","die; -s","theme14;noun"
"Ostern","пасха","-; (Sg.)","theme14;noun"
"Platz","площадь","der; -ä-e","theme15;noun"
"Kreuzung","перекресток","die; -en","theme15;noun"
"Schild","знак","das; -er","theme15;noun"
"Zebrastreifen","переход-зебра","der; -","theme15;noun"
"Bahnhof","вокзал","der; -ö-e","theme15;noun"
"Fußgängerzone","пешеходная зона","die; -n","theme15;noun"
"Radweg","велосипедная дорожка","der; -e","theme15;noun"
"Restaurant","ресторан","das; -s","theme15;noun"
"Schalter","касса","der; -","theme15;noun"
"Kiosk","киоск","der; -e","theme15;noun"
"Gleis","платформа(путь)","das; -e","theme15;noun"
"Anzeigetafel","информационное табло","die; -n","theme15;noun"
"Fahrkarte","билет","die; -n","theme15;noun"
"Information","информация","die; -en","theme15;noun"
"Rauchenzone","зона курения","die; -n","theme15;noun"
"Kreditkarte","кредитка","die; -n","theme15;noun"
"Müll","мусор","der (Sg.)","theme15;noun"
"Polizei","полиция","die (Sg.)","theme15;noun"
"Spielplatz","игровая площадка","der; -ä-e","theme15;noun"
"Bitte","просьба","die; -n","theme15;noun"
"Strand","берег","der; -ä-e","theme16;noun"
"Meer","море","das; -e","theme16;noun"
"Insel","остров","die; -n","theme16;noun"
"Dorf","деревня","das; -ö-er","theme16;noun"
"Wald","лес","der; -ä-er","theme16;noun"
"Kirche","церковь","die; -n","theme16;noun"
"See","озеро","der; -n","theme16;noun"
"Boot","лодка","das; -e","theme16;noun"
"Dusche","душ","die; -n","theme16;noun"
"Fluss","река","der; -ü-e","theme16;noun"
"Internetanschluss","интернет-соединение","der; -ü-e","theme16;noun"
"Heizung","отопление","die; -en","theme16;noun"
"Radio","радио","das; -s","theme16;noun"
"Licht","свет","das (Sg.)","theme16;noun"
"Toilette","туалет","die; -n","theme16;noun"
"Badewanne","ванна","die; -n","theme16;noun"
"Übernachtung","ночевка","die; -en","theme16;noun"
"Rezeption","ресепшен","die; -en","theme16;noun"
"Ferien","каникулы","die (Pl.)","theme16;noun"
"Manager","менеджер","der; -","theme16;noun"
"Managerin","менеджер-женщина","die; -nen","theme16;noun"
"Ergebnis","результат","das; -se","theme16;noun"
"Unterschied","разница","der; -e","theme16;noun"
"Feuer","огонь","das; -","theme16;noun"
"Zuverlässigkeit","надежность","die (Sg.)","theme2_1;noun"
"Gartenzwerg","садовый гном","der; -e","theme2_1;noun"
"Leistung","результативность","die; -en","theme2_1;noun"
"Eigenschaft","свойство","die; -en","theme2_1;noun"
"Flugticket","билет на самолет","das; -s","theme2_1;noun"
"Flughafen","аэропорт","der; -ä-","theme2_1;noun"
"Abflug","вылет","der; -ü-e","theme2_1;noun"
"Ankunft","прилет","die; -ü-e","theme2_1;noun"
"Eintrittskarte","входной билет","die; -n","theme2_1;noun"
"Gepäck","багаж","das (Sg.)","theme2_1;noun"
"Postkarte","открытка","die; -n","theme2_1;noun"
"Semesterferien","перерыв в семесте","die (Pl.)","theme2_1;noun"
"Entscheidung","решение","die; -en","theme2_1;noun"
"Flug","полет","der; -ü-e","theme2_1;noun"
"Rucksack","рюкзан","der; -ä-e","theme2_1;noun"
"Anfang","начало","der; -ä-e","theme2_1;noun"
"Reisepass","паспорт\виза","der; -ä-e","theme2_1;noun"
"Burg","крепость","die; -en","theme2_1;noun"
"Wohnhaus","жилой дом","das; -ä-er","theme2_1;noun"
"Sitzplatz","сиденье","der; -ä-e","theme2_1;noun"
"Eisdiele","кафе-мороженное","die; -n","theme2_1;noun"
"Boutique","бутик","die; -n","theme2_1;noun"
"Buchhandlung","магазин книг","die; -en","theme2_1;noun"
"Tor","ворота","das; -e","theme2_1;noun"
"Bank","банк","die; -en","theme2_1;noun"
"Handtasche","ручная сумка","die; -n","theme2_1;noun"
"Verlustanzeige","отчет о потерях","die; -n","theme2_1;noun"
"Park","парк","der; -s","theme2_1;noun"
"Geldbörse","кошелек","die; -n","theme2_1;noun"
"Bundespräsident","федеральный президент","der; -en","theme2_1;noun"
"Bundespräsidentin","федеральный президент женщина","die; -nen","theme2_1;noun"
"Kultur","культура","die; -en","theme2_1;noun"
"Bar","бар","die; -s","theme2_1;noun"
"Natur","природа","die (Sg.)","theme2_1;noun"
"Öffnungszeit","рабочие часы","die; -en","theme2_1;noun"
"Übersetzer","переводчик","der; -","theme2_2;noun"
"Übersetzerin","переводчица","die; -nen","theme2_2;noun"
"Wunsch","желание","der; -ü-e","theme2_2;noun"
"Brücke","мост","die; -n","theme2_2;noun"
"Chance","шанс","die; -n","theme2_2;noun"
"Huffnung","надежда","die; -en","theme2_2;noun"
"Migration","миграция","die (Sg.)","theme2_2;noun"
"Stelle","место работы","die; -n","theme2_2;noun"
"Fremdsprache","иностранный язык","die; -n","theme2_2;noun"
"Übersetzung","перевод","die; -en","theme2_2;noun"
"Durchwahl","добавочный номер","die; -en","theme2_2;noun"
"Rechnung","счет","die; -en","theme2_2;noun"
"Taste","кнопка","die; -n","theme2_2;noun"
"Intensivkurs","интенсивный курс","der; -e","theme2_2;noun"
"Einstufungtest","вступительный тест","der; -s","theme2_2;noun"
"Tandem","тандем","das; -s","theme2_2;noun"
"Muttersprachler","носитель языка","der; -","theme2_2;noun"
"Muttersprachlerin","носительница языка","die; -nen","theme2_2;noun"
"Politik","политика","die (Sg.)","theme2_2;noun"
"Volkshochshule","народный колледж","die; -n","theme2_2;noun"
"Anfänger","начинающий","der; -","theme2_2;noun"
"Anfängerin","начинающая","die; -nen","theme2_2;noun"
"Tanz","танец","der; -ä-e","theme2_2;noun"
"Hausaufgabe","домашнее задание","die; -n","theme2_2;noun"
"Bühne","сцена","die; -n","theme2_2;noun"
"Schloss","замок (с башнями)","das; -ö-er","theme2_2;noun"
"Norden","север","der (Sg.)","theme2_2;noun"
"Osten","восток","der (Sg.)","theme2_2;noun"
"Süden","юг","der (Sg.)","theme2_2;noun"
"Westen","запад","der (Sg.)","theme2_2;noun"
"Haustier","домашнее животное","das; -e","theme2_3;noun"
"Märchen","сказка","das; -","theme2_3;noun"
"Gitarre","гитара","die; -n","theme2_3;noun"
"Wettbewerb","соревнование","der; -e","theme2_3;noun"
"Spieler","игрок","der; -","theme2_3;noun"
"Spielerin","игрок-женщина","die; -nen","theme2_3;noun"
"Mal","раз","das; -e","theme2_3;noun"
"Erwachsene","взрослый\взрослая","der-die; -n","theme2_3;noun"
"Spaß","удовольствие","der (Sg.)","theme2_3;noun"
"Sekunde","второй","die; -n","theme2_3;noun"
"Gedicht","стих","das; -e","theme2_3;noun"
"Publikum","публика","das (Sg.)","theme2_3;noun"
"Wort","слово","das; -ö-er","theme2_3;noun"
"Inhalt","содержимое","der; -e","theme2_3;noun"
"Sieger","победитель","der; -","theme2_3;noun"
"Siegerin","победительница","die; -nen","theme2_3;noun"
"Halle","зал\холл","die; -n","theme2_3;noun"
"Liste","список","die; -n","theme2_3;noun"
"Show","шоу","die; -s","theme2_3;noun"
"Quatsch","чупуха, бред","der; -","theme2_3;noun"
"Krimi","криминальный фильм","der; -s","theme2_4;noun"
"Animationsfilm","мультик","der; -e","theme2_4;noun"
"Dokumentation","документалка","die; -en","theme2_4;noun"
"Nachrichten","новости","die (Pl.)","theme2_4;noun"
"Quiz","шоу вопросов","das; -","theme2_4;noun"
"Sendung","передача","die; -en","theme2_4;noun"
"Liebesfilm","фильм про любовь","der; -e","theme2_4;noun"
"Serie","сериал","die; -n","theme2_4;noun"
"Leid","песня","das; -er","theme2_4;noun"
"Erfolg","успех","der; -e","theme2_4;noun"
"Kandidat","кандидат","der; -en","theme2_4;noun"
"Kandidatin","кандидатка","die; -nen","theme2_4;noun"
"Komiker","комик","der; -","theme2_4;noun"
"Komikerin","комик-женщина","die; -nen","theme2_4;noun"
"Moderator","ведущий","der; -","theme2_4;noun"
"Moderatorin","ведущая","die; -nen","theme2_4;noun"
"Preis","приз","das; -e","theme2_4;noun"
"Sänger","певец","der; -","theme2_4;noun"
"Sängerin","певица","die; -nen","theme2_4;noun"
"Karriere","карьера","die; -n","theme2_4;noun"
"Stimme","голос","die; -n","theme2_4;noun"
"Paar","пара","das; -e","theme2_4;noun"
"Teil","часть","der; -e","theme2_4;noun"
"Internetnutzer","интернет-пользователь","der; -","theme2_4;noun"
"Internetnutzerin","интернет-пользовательница","die; -nen","theme2_4;noun"
"Sender","отправитель","der; -","theme2_4;noun"
"Mediathek","медиатека","die; -en","theme2_4;noun"
